Ubigeo,Distrito,Población total,Densidad,Altitud,Número de Centros Poblados,País fronterizo,Índice de Vulnerabilidad a la Inseguridad Alimentaria,Cámara de comercio,Índice de Desarrollo Humano,Porcentaje de la población en pobreza total,Porcentaje de Población Ocupada,"Devengado per cápita en soles (2020) - Actividad
19/","Devengado per cápita en soles (2020) - Inversión
19/"
010202,ARAMANGO,12449,15.32129482,502,87,0,0.657975674,0,0.361182153,38.525807,28.66963929,273.7898483,372.7945894
010201,BAGUA,25984,181.6212994,408,24,0,0.233058214,1,0.584063034,16.212835,45.84861904,3978.526911,1089.854262
010203,COPALLÍN,6736,57.48611812,693,31,0,0.497964084,0,0.467245208,24.530258,25.25053052,447.7540639,4689.310687
010204,EL PARCO,1376,93.01948052,626,9,0,0.551598132,0,0.489048641,35.249588,26.90823548,509.3472426,1474.730733
010205,IMAZA,23109,9.245199556,317,159,1,0.684308529,0,0.298089241,53.94969,29.83290519,2693.190003,220.0472512
010206,LA PECA a/,7983,68.70885023,892,35,0,0.473127365,0,0.490583796,34.761666,30.55061546,768.8764172,142.6957585
010302,CHISQUILLA,369,3.006401463,2057,35,0,0.511480987,0,0.474974891,42.24183,39.83003825,1778.323821,178.4249049
010303,CHURUJA,302,11.45770846,1399,8,0,0.388458788,0,0.515913557,20.78695,40.83209496,1866.534346,7316.193246
010304,COROSHA,762,21.69914605,2297,19,0,0.570774436,0,0.395898213,54.796368,44.94823713,1039.656024,577.4682745
010305,CUISPES,863,7.469291908,1912,23,0,0.63277173,0,0.299445066,45.831589,34.52689142,1046.435091,215.1426844
010306,FLORIDA,6641,31.88662533,2251,42,0,0.498434186,0,0.359323571,33.682214,37.16408222,299.5315926,1969.657198
010307,JAZAN,8981,94.46133063,1342,26,0,0.27520889,0,0.511258095,22.712901,41.50881418,400.0640865,367.5635884
010301,JUMBILLA,1691,7.867427682,2081,30,0,0.352686524,0,0.451394193,29.547678,38.22232358,2814.43906,3789.35789
010308,RECTA,252,13.87306753,2166,11,0,0.661752343,0,0.324005335,38.690705,40.40641155,3602.201642,1306.673226
010309,SAN CARLOS,400,5.11115522,1942,18,0,0.611126542,0,0.348034094,28.9591,67.2464214,2603.864796,7990.627592
010310,SHIPASBAMBA,1449,14.42375678,1668,13,0,0.575265408,0,0.365002151,35.863148,44.70686703,469.2243192,212.2518301
010311,VALERA,1370,12.29199024,1928,16,0,0.4320364,0,0.400635113,20.78695,31.69732739,847.4174458,212.850352
010312,YAMBRASBAMBA,6472,3.919089023,1887,50,0,0.631112099,0,0.352290053,43.859279,31.00515322,713.7478112,440.3726007
010102,ASUNCIÓN,308,13.96343835,2823,9,0,0.558548808,0,0.423031925,36.519949,31.80384334,2392.595487,416.2971031
010103,BALSAS,1513,4.046598897,859,27,0,0.646749496,0,0.315308421,45.732962,32.05213038,1382.164851,27.1550173
010101,CHACHAPOYAS,25689,201.437118,2338,27,0,0.279656827,0,0.642360594,9.034625,62.00015887,10596.78024,1703.250546
010104,CHETO,631,13.56854485,2143,13,0,0.530846059,0,0.345745782,39.169782,54.81987684,1707.278176,3506.222354
010105,CHILIQUÍN,930,6.832601269,2677,37,0,0.706854224,0,0.275037799,53.045662,35.86498992,2921.026112,694.2035204
010106,CHUQUIBAMBA,2252,7.913720705,2803,39,0,0.699132204,0,0.269269729,51.607832,27.58105528,1045.508585,980.9797188
010107,GRANADA,463,3.153078662,3041,12,0,0.617030621,0,0.358001458,43.865957,45.69957354,1247.063934,2238.335979
010108,HUANCAS,872,10.80139373,2591,5,0,0.479354858,0,0.414755647,31.977312,39.11054961,6046.681898,819.7609488
010109,LA JALCA,5782,16.05983333,2869,168,0,0.636790216,0,0.295184438,47.947723,31.79007261,772.5799722,611.6096726
010110,LEIMEBAMBA,4244,9.755051723,2226,68,0,0.44064182,0,0.398950921,25.741684,33.68368873,486.5966978,377.7639863
010111,LEVANTO,1028,14.72788238,2681,27,0,0.544558167,0,0.324295308,41.081444,35.52152673,664.8835639,950.9214799
010112,MAGDALENA,957,7.21192884,1892,37,0,0.429324865,0,0.473769772,30.634088,36.15334165,1462.770461,897.2855783
010113,MARISCAL CASTILLA,1233,12.96960995,2210,69,0,0.439787209,0,0.446101217,39.230882,41.00490366,550.4307934,1576.067906
010114,MOLINOPAMPA,2716,7.868567663,2405,27,0,0.539001107,0,0.380907159,35.654304,34.79465151,640.355177,2134.345215
010115,MONTEVIDEO,754,6.377615326,2421,17,0,0.438624799,0,0.447630676,38.644489,23.50191512,1382.216943,251.6694466
010116,OLLEROS,382,3.755193353,3053,10,0,0.587108672,0,0.364667298,47.9082,51.41691831,1163.649128,2889.391745
010117,QUINJALCA,1015,11.16934163,3151,34,0,0.687150121,0,0.341954115,47.119202,34.38387334,1002.154868,3315.010186
010118,SAN FRANCISCO DE DAGUAS,333,7.382408775,2254,14,0,0.397033513,0,0.489705576,29.704094,42.98422365,1872.029114,883.7368571
010119,SAN ISIDRO DE MAINO,749,6.973541851,2339,81,0,0.597339869,0,0.321841647,43.370115,32.16446409,888.0283075,13582.21621
010120,SOLOCO,1539,19.62594697,2387,13,0,0.588457167,0,0.344628159,41.062364,34.91530138,1765.219481,242.724807
010121,SONCHE,247,3.416916829,2089,11,0,0.644582868,0,0.372094482,55.850202,53.46425965,3447.177778,2712.432481
010402,EL CENEPA,9188,3.312643813,253,72,1,0.737567723,0,0.222500134,62.912381,20.59930191,885.9081562,432.6664257
010401,NIEVA,23826,8.402969455,189,131,0,0.637031615,0,0.294015899,51.406262,20.63077664,1521.803903,641.6466332
010403,RÍO SANTIAGO,13506,2.507317729,190,68,1,0.68657583,0,0.189784606,59.872335,12.99411906,868.2708388,560.6002526
010502,CAMPORREDONDO,6538,18.20696258,1748,38,0,0.56832397,0,0.341756562,50.206718,37.06540441,583.7409524,354.2517163
010503,COCABAMBA,2423,6.536461992,2273,83,0,0.737177849,0,0.254097429,55.979223,25.31758138,1089.867747,1150.940942
010504,COLCAMAR,2601,21.49155722,2355,16,0,0.572113931,0,0.272209258,42.320492,26.52365912,797.3546792,616.3535574
010505,CONILA,2202,8.115704415,2767,21,0,0.559905171,0,0.338649207,49.642272,32.0840894,806.5818903,218.1002116
010506,INGUILPATA,757,5.066079295,2380,20,0,0.606903911,0,0.34961329,40.196248,24.54814147,1319.974097,743.4911873
010501,LÁMUD,2510,31.97582386,2328,29,0,0.336401224,0,0.485915285,30.951386,35.02105377,3429.445743,5874.600599
010507,LONGUITA,1019,18.73596961,2799,14,0,0.656906128,0,0.262887743,56.751291,31.53371555,2029.464774,1043.697106
010508,LONYA CHICO,1143,12.16893343,2329,10,0,0.618362069,0,0.338262271,46.699525,25.93761112,1888.520824,1513.075902
010509,LUYA,4488,45.65288894,2359,16,0,0.399697781,0,0.394116516,30.284501,33.90784507,967.452476,142.109755
010510,LUYA VIEJO,445,6.633274672,2924,1,0,0.62878263,0,0.30941767,54.438368,23.68806544,2249.544673,3665.155102
010511,MARÍA,926,12.81923508,2757,18,0,0.617673159,0,0.28214384,51.870194,33.8333354,530.3272983,2415.132857
010512,OCALLI,3911,19.6234286,1757,54,0,0.583535671,0,0.327352606,45.39658,34.05668871,492.8204051,1849.358457
010513,OCUMAL,4093,16.8404986,1898,32,0,0.686830938,0,0.285337405,52.242779,28.70065182,637.2417976,415.4204532
010514,PISUQUIA,5875,19.09298532,2049,83,0,0.666196644,0,0.380224973,58.528572,27.59468418,925.1934723,1812.198932
010515,PROVIDENCIA,1570,22.74641955,1784,17,0,0.676307201,0,0.251746492,54.733542,33.18072377,834.9181543,5012.932704
010516,SAN CRISTÓBAL,766,21.43285372,2636,4,0,0.536663115,0,0.331046725,52.75641,16.85145043,1506.446825,627.0676643
010517,SAN FRANCISCO DEL YESO,859,6.951026856,2404,22,0,0.581839621,0,0.347107011,49.096061,27.2426614,1178.26851,493.6052399
010518,SAN JERÓNIMO,1031,4.188018261,2498,26,0,0.674320698,0,0.255734785,47.147578,26.96337376,3432.200534,431.3080311
010519,SAN JUAN DE LOPECANCHA,601,7.464212679,2164,48,0,0.622565329,0,0.362140009,55.646778,26.29371439,2466.36618,303.6330441
010520,SANTA CATALINA,1835,16.55970208,2574,10,0,0.637488127,0,0.273459567,60.302966,33.74866571,2611.438531,2233.349828
010521,SANTO TOMÁS,3985,43.31802661,2837,89,0,0.616917431,0,0.278360587,46.979229,22.12389192,785.4385213,1106.643487
010522,TINGO,1320,14.54173566,1800,23,0,0.493780971,0,0.404024343,40.0163,41.97497716,876.668138,4426.667696
010523,TRITA,1402,112.5394322,2888,7,0,0.593367457,0,0.346581119,50.058289,36.87918618,727.1253118,1501.550897
010602,CHIRIMOTO,1992,18.62745098,1663,38,0,0.697771251,0,0.26289814,38.449165,50.60813857,985.4969649,108.3307614
010603,COCHAMAL,593,3.92599278,1720,12,0,0.521656752,0,0.424114715,33.428571,45.94446768,1021.583155,1873.408123
010604,HUAMBO,3459,28.66613098,1731,35,0,0.551845908,0,0.406387658,22.971,30.75122188,480.0038157,2317.791815
010605,LIMABAMBA,2836,5.662514156,1677,49,0,0.678454399,0,0.286111524,37.433423,35.83015129,1611.118756,928.1118667
010606,LONGAR,1898,26.46437198,1623,25,0,0.497673213,0,0.418452147,25.822,37.82827748,543.0715516,37.18425556
010607,MARISCAL BENAVIDES,1626,11.02281757,1592,9,0,0.352478445,0,0.482818763,22.117973,37.59466844,545.4629351,193.3198198
010608,MILPUC,731,27.7238806,1665,6,0,0.542032838,0,0.310427637,31.604121,27.13056018,1111.8179,43.73962315
010609,OMIA,7556,62.27944955,1368,72,0,0.690267682,0,0.295900499,39.50835,45.49335756,462.8041955,1550.395261
010601,SAN NICOLÁS,5220,26.40163099,1616,27,0,0.264324903,0,0.524840742,20.821354,48.77327962,889.5080107,6007.861304
010610,SANTA ROSA,589,19.05599531,1770,13,0,0.578617096,0,0.35754205,24.453776,34.97140045,1350.868277,652.3233077
010611,TOTORA,533,82.89036545,1674,6,0,0.522293568,0,0.390800666,22.971,19.6030621,1246.519319,437.9431062
010612,VISTA ALEGRE,1429,3.471557919,1504,25,0,0.781374097,0,0.249041865,51.237772,82.92606881,658.257802,1493.158664
010701,BAGUA GRANDE,51075,78.27600986,444,119,0,0.337642014,0,0.509394177,24.502994,41.88198894,1192.134726,690.296692
010702,CAJARURO,28967,17.0870962,469,135,0,0.57580018,0,0.451709643,35.929618,28.9802614,478.4299755,598.7807836
010703,CUMBA,9854,33.23310326,477,72,0,0.613431096,0,0.362661088,37.445098,28.38460457,578.4060868,314.5500165
010704,EL MILAGRO,6342,19.64382427,392,26,0,0.529645681,0,0.509728302,26.712135,31.10676286,595.5921765,748.0598102
010705,JAMALCA,8195,22.4286273,1184,56,0,0.658700109,0,0.407599708,35.474788,28.59843408,699.4466073,1173.829553
010706,LONYA GRANDE,10211,32.89216882,1269,76,0,0.559048533,0,0.406520272,32.328096,39.02588415,320.1352661,581.0199323
010707,YAMÓN,3335,64.74570387,1052,40,0,0.662675023,0,0.356250411,38.391761,34.26909141,316.3899303,325.5357078
060202,CACHACHI,25861,32.67747713,3224,183,0,0.719103336,0,0.294835054,76.856871,26.2741185,867.9354638,208.6318902
060201,CAJABAMBA,29881,203.8951584,2687,47,0,0.404414177,0,0.438436188,28.787015,37.64651587,1439.605397,583.3507573
060203,CONDEBAMBA,14053,69.75562072,2829,61,0,0.696654916,0,0.251798091,55.504548,27.83322994,1032.201118,96.12028728
060204,SITACOCHA,9302,16.43217954,3209,75,0,0.713126779,0,0.257407821,72.224726,23.61470901,1024.388562,239.5183588
060102,ASUNCIÓN,12490,48.58216767,2254,77,0,0.704457879,0,0.234301629,58.25357,13.52713682,944.5849868,418.7772109
060101,CAJAMARCA,198931,644.3120656,2731,126,0,0.269347012,0,0.607017528,19.74874,46.23170802,6064.12984,294.0673733
060103,CHETILLA,4263,63.71382202,2802,40,0,0.808341444,0,0.116449283,74.378962,17.62282618,1171.811872,981.9920909
060104,COSPAN,8395,14.7389896,2471,63,0,0.753201663,0,0.191374119,73.630185,17.77963553,1248.169845,184.2669706
060105,ENCAÑADA,24597,51.06761566,3087,110,0,0.733947217,0,0.278783245,74.909599,22.12797779,792.4022164,784.9678844
060106,JESÚS,15193,66.71521398,2568,65,0,0.67857933,0,0.312241647,70.501191,30.92242697,917.8057845,131.3303219
060107,LLACANORA,5218,126.0420882,2621,47,0,0.628224254,0,0.365886782,63.634096,29.78128924,1300.882567,614.9522781
060108,LOS BAÑOS DEL INCA,36800,164.3523878,2685,74,0,0.421791077,0,0.48731828,36.669142,44.95022324,662.4292648,945.0798664
060109,MAGDALENA,9799,52.00111431,1298,108,0,0.615586996,0,0.349913112,54.524421,29.10982632,909.1789652,285.9744402
060110,MATARA,4014,79.41078005,2834,21,0,0.664010048,0,0.341250433,50.188485,30.87987674,1910.998312,359.8485413
060111,NAMORA,10059,69.44490564,2765,40,0,0.728327274,0,0.272322188,67.78289,26.68396275,848.7214201,61.3962751
060112,SAN JUAN,5098,85.84553546,2336,43,0,0.702096581,0,0.287176346,54.57969,24.50998799,1063.342231,6.028971572
060301,CELENDÍN,26152,70.09290954,2629,70,0,0.38939482,1,0.462642648,35.147289,38.51754228,1498.556363,483.073753
060302,CHUMUCH,3333,17.28476821,2202,23,0,0.774967313,0,0.137595948,65.131207,21.17341539,1310.758252,335.7110227
060303,CORTEGANA,8621,37.82521109,2352,61,0,0.813157737,0,0.190297319,72.264025,20.06597762,1282.632649,1037.366321
060304,HUASMÍN,14171,31.06971429,2543,83,0,0.755024433,0,0.196968014,76.131443,22.94452782,1014.431552,308.5615317
060305,JORGE CHÁVEZ,664,15.35433071,2646,17,0,0.552850604,0,0.37264469,48.892668,22.44940908,1117.563883,788.0002442
060306,JOSÉ GÁLVEZ,3067,57.07636614,2618,24,0,0.601067543,0,0.409922596,47.788223,25.94849996,1195.053833,47.21971912
060312,LA LIBERTAD DE PALLÁN,8089,43.72861101,2952,35,0,0.769766986,0,0.194576257,68.677194,22.43156125,1505.51388,737.0122472
060307,MIGUEL IGLESIAS,5165,22.00822975,2813,25,0,0.780195832,0,0.160806327,75.803568,23.85908754,1530.499067,69.19493061
060308,OXAMARCA,6841,25.47176261,2836,62,0,0.754809618,0,0.184400166,80.998207,21.65180943,1107.721514,10.32663267
060309,SOROCHUCO,10491,65.66286319,2663,80,0,0.705598593,0,0.243053644,66.234164,34.85509495,1059.398436,673.5679864
060310,SUCRE,6250,21.79496642,2632,38,0,0.638457596,0,0.3487472,53.907275,30.88909777,1717.603808,260.0297613
060311,UTCO,1390,15.69600159,2225,31,0,0.694523156,0,0.196758605,66.829214,26.3549277,1060.846226,93.14448167
060402,ANGUIA,4531,31.76164539,2620,17,0,0.764580607,0,0.193132023,78.712226,20.95734763,1068.746596,1538.59797
060403,CHADÍN,4378,69.08161732,2429,23,0,0.757538676,0,0.260290293,66.695063,28.08200712,823.8719343,277.1547433
060419,CHALAMARCA,11226,63.82552576,2667,47,0,0.694969058,0,0.27759647,59.971932,26.28180515,1027.673312,469.2636689
060404,CHIGUIRIP,4996,91.23250389,2652,18,0,0.681722045,0,0.210555557,69.123626,20.85555211,961.138485,727.3523269
060405,CHIMBÁN,3599,14.50826675,1668,28,0,0.713115394,0,0.258994619,57.313483,20.24288926,2066.595694,972.8002979
060406,CHOROPAMPA,3571,18.78897372,2215,22,0,0.743546844,0,0.275310922,57.256073,18.53863562,1066.705065,1068.572795
060401,CHOTA,48933,212.9398281,2430,107,0,0.471771717,0,0.470087578,48.08033,36.6254453,2962.813108,1132.952285
060407,COCHABAMBA,7138,49.43465887,1688,35,0,0.708622456,0,0.301130135,64.00383,27.39801715,1009.054834,296.7552108
060408,CONCHÁN,6873,35.55456916,2321,40,0,0.717035294,0,0.231963532,70.238875,24.45846281,1522.093773,120.2717166
060409,HUAMBOS,10143,38.50947159,2292,57,0,0.695179641,0,0.265499252,69.520731,25.71090263,1000.921769,908.9860388
060410,LAJAS,13604,122.0823325,2151,41,0,0.68018961,0,0.330579994,71.060172,28.69442345,881.5970371,1300.952556
060411,LLAMA,8656,12.97328969,2112,86,0,0.531264603,0,0.419870526,46.883478,20.77908107,1453.31898,685.6861657
060412,MIRACOSTA,3976,9.872741707,2983,43,0,0.721939385,0,0.214630229,73.618957,23.66097016,990.0317446,2205.243731
060413,PACCHA,5509,60.1149303,2130,21,0,0.698384345,0,0.296654837,56.236061,29.75148755,921.3242308,1815.705714
060414,PIÓN,1739,11.64835165,1834,14,0,0.654985189,0,0.320366436,39.457441,28.90245157,1107.071163,4138.963153
060415,QUEROCOTO,9873,30.4381041,2445,53,0,0.668848574,0,0.376093831,55.079391,26.14634949,1165.752973,861.2678896
060416,SAN JUAN DE LICUPIS,1181,6.043607629,3031,31,0,0.713603079,0,0.297781564,64.294574,29.64195333,1281.808547,2451.44619
060417,TACABAMBA,20175,90.79745223,2077,71,0,0.700503409,0,0.275743478,61.694068,27.73659487,944.8695168,653.3855918
060418,TOCMOCHE,1067,5.013940103,1313,35,0,0.686312079,0,0.304735003,65.383911,35.72342124,1040.993758,5939.926762
060502,CHILETE,3390,23.39107063,883,39,0,0.310268819,0,0.529450395,26.729719,31.10828893,1514.076518,59.83956272
060501,CONTUMAZÁ,9316,22.43217595,2695,119,0,0.553142667,0,0.352599302,48.92452,29.16570616,2193.731767,1523.96424
060503,CUPISNIQUE,1677,5.699500357,1904,52,0,0.718459487,0,0.273443901,63.711821,25.15343405,1524.270476,636.7224734
060504,GUZMANGO,3136,59.64314354,2568,50,0,0.753152192,0,0.257316792,67.344987,23.97176033,1279.526249,58.27164706
060505,SAN BENITO,3791,6.87699106,1386,69,0,0.611812055,0,0.382390266,53.088797,33.8546564,1333.254761,730.4516049
060506,SANTA CRUZ DE TOLEDO,1225,19.85123199,2426,82,0,0.749459743,0,0.240459059,68.006417,27.33182003,1458.505691,179.8066276
060507,TANTARICA,2699,17.48830995,2780,36,0,0.557258725,0,0.409561371,51.352498,27.70961617,1272.631795,449.4499312
060508,YONÁN,8254,12.1589767,453,32,0,0.290871143,0,0.556377484,26.361603,26.3684367,1341.016479,1906.29761
060602,CALLAYUC,11197,32.12149976,1558,69,0,0.724767745,0,0.337608302,75.643123,30.62044696,343.7897656,1422.923562
060603,CHOROS,3808,13.3268342,474,34,0,0.681784451,0,0.393494281,59.848048,26.52259583,612.7434354,3911.860834
060604,CUJILLO,3111,26.76030478,1598,22,0,0.674251676,0,0.311970211,76.62892,29.77984126,490.9096569,1931.583383
060601,CUTERVO,56549,133.6040922,2665,141,0,0.544041038,0,0.398881194,46.552723,31.58465792,1219.982237,602.2117766
060605,LA RAMADA,5019,148.1334655,2131,17,0,0.758827329,0,0.274088101,73.322219,27.44700542,400.8294157,541.5732159
060606,PIMPINGOS,6645,33.50354762,1757,36,0,0.742206156,0,0.276385532,60.36662,25.57753721,448.2932681,515.4572902
060607,QUEROCOTILLO,17659,21.81752977,2003,82,0,0.730855882,0,0.274225314,69.150117,20.64969884,481.9438188,541.7424637
060608,SAN ANDRÉS DE CUTERVO,5689,38.72563718,2090,14,0,0.674005926,0,0.345361815,56.361401,24.78154615,400.5651723,842.1430507
060609,SAN JUAN DE CUTERVO,2312,41.87612946,1645,23,0,0.682061672,0,0.376550699,64.692878,27.46382152,464.7287838,1432.689678
060610,SAN LUIS DE LUCMA,4217,31.93912885,1916,19,0,0.700364232,0,0.291987209,55.112222,21.59948851,467.8812553,530.1428759
060611,SANTA CRUZ,3463,26.375,1708,47,0,0.73998487,0,0.319556903,68.561045,26.48876446,530.4827607,732.6509923
060612,SANTO DOMINGO DE LA CAPILLA,5852,58.58877964,1761,28,0,0.697805285,0,0.270982863,66.84112,28.75257468,471.157491,1735.200698
060613,SANTO TOMÁS,8892,29.06548407,2167,40,0,0.690919161,0,0.356592195,70.070425,29.32732293,490.4031574,746.1003064
060614,SOCOTA,11515,77.69784173,1847,37,0,0.655335605,0,0.334464667,54.88722,25.27392943,512.674601,375.8926957
060615,TORIBIO CASANOVA,1606,34.4403444,1464,26,0,0.600931823,0,0.306481976,38.007366,24.10075355,638.8944929,817.2881286
060701,BAMBAMARCA,73628,175.2691745,2556,179,0,0.608471632,0,0.348487156,51.920921,29.07690717,1336.719997,289.8213013
060702,CHUGUR,3793,39.36746988,2765,17,0,0.693327785,0,0.376208491,60.037625,27.944104,2238.029398,874.2874522
060703,HUALGAYOC,17993,75.09837733,3530,48,0,0.631835461,0,0.452649112,50.226876,34.72648518,1595.770142,475.3844333
060802,BELLAVISTA,16646,20.09763942,438,77,0,0.509432077,0,0.48235251,53.206402,33.09026279,375.4076863,185.7473211
060803,CHONTALI,10803,27.49970832,1636,56,0,0.681396067,0,0.329492632,60.476934,31.87143056,306.2082478,454.6684039
060804,COLASAY,12252,17.84214318,1800,122,0,0.645493984,0,0.318668137,54.653779,31.69909013,340.1152883,301.5846378
060805,HUABAL,8291,129.2353451,1380,30,0,0.727650404,0,0.369278464,68.72443,37.22202606,372.6638464,161.867125
060801,JAÉN,91289,217.6584458,728,108,0,0.25987184,1,0.580323995,21.682199,47.31864517,1734.812398,491.5381638
060806,LAS PIRIAS,4654,107.515312,1620,38,0,0.661316156,0,0.322475111,42.393313,33.91970095,268.1698337,352.6471039
060807,POMAHUACA,9309,14.47188865,1097,81,0,0.683194578,0,0.326689566,54.820963,30.51184069,518.7673116,182.0171909
060808,PUCARÁ,7572,37.81939243,909,30,0,0.411995292,0,0.508906426,43.505236,30.54491118,342.5642342,176.6055733
060809,SALLIQUE,8296,22.5868571,1701,110,0,0.766471982,0,0.219290446,76.842495,24.59942986,370.6444855,3403.645749
060810,SAN FELIPE,6029,22.00477514,1861,84,0,0.681186676,0,0.297786534,67.282958,25.06520773,530.1932284,917.2317307
060811,SAN JOSÉ DEL ALTO,7401,13.94395294,1399,47,0,0.680683315,0,0.322602343,48.61103,38.68293814,345.7198236,1156.702735
060812,SANTA ROSA,13007,43.37694484,1238,78,0,0.656979382,0,0.389750233,57.406823,31.87218184,376.2309041,847.8971256
060902,CHIRINOS,14421,48.08615839,1850,84,0,0.622451067,0,0.389294091,37.292403,42.44901544,771.714324,269.891709
060903,HUARANGO,21934,25.02303898,776,96,1,0.662759125,0,0.330542521,57.175184,28.91804197,509.4056534,1281.767548
060904,LA COIPA,19961,62.37868595,1507,98,0,0.644812226,0,0.316420658,57.233712,37.30536291,395.9168419,434.2750264
060905,NAMBALLE,10844,16.67194164,713,52,1,0.680933475,0,0.315147791,68.827543,33.3075772,764.9173739,157.6832417
060901,SAN IGNACIO,34320,106.756049,1295,99,1,0.520487785,0,0.439181272,42.295658,44.74351053,1050.867496,232.069086
060906,SAN JOSÉ DE LOURDES,19275,13.94436014,1134,83,1,0.66424942,0,0.323019607,48.337739,37.75240574,426.855532,1001.15306
060907,TABACONAS,18795,27.07772449,1897,91,0,0.709888458,0,0.296120472,66.409842,35.34706967,402.2672008,343.8234513
061002,CHANCAY,3519,59.78964401,2699,22,0,0.698286533,0,0.208427235,64.269365,21.54362362,974.3278187,115.0047876
061003,EDUARDO VILLANUEVA,2450,47.64771107,2026,11,0,0.590921223,0,0.331876404,52.284391,32.71027088,1281.308737,714.8920811
061004,GREGORIO PITA,7508,31.0840656,2722,53,0,0.711593986,0,0.224821766,60.854865,19.90906646,1428.243029,2524.139575
061005,ICHOCÁN,2316,30.23255814,2616,15,0,0.576203942,0,0.341790486,49.22889,27.22481565,1751.535997,1523.607249
061006,JOSÉ MANUEL QUIROZ,4461,37.54981806,2781,66,0,0.699575543,0,0.225231068,68.553706,15.15209866,892.0943886,477.7963775
061007,JOSÉ SABOGAL,13784,28.90410728,3331,82,0,0.749970913,0,0.244698724,77.012854,25.15989993,830.3781104,192.0666434
061001,PEDRO GÁLVEZ,20328,87.09893608,2280,58,0,0.492658675,0,0.416040498,42.119928,36.97429031,1844.873988,184.3667683
061102,BOLÍVAR,1794,17.86754464,940,30,0,0.580481708,0,0.40591906,39.510324,31.79304887,1469.207725,5995.9264
061103,CALQUIS,4726,14.28318584,2877,24,0,0.719168901,0,0.327142204,66.217462,35.87607623,1175.630911,137.4867699
061104,CATILLUC,3595,18.0071968,2870,23,0,0.705270171,0,0.23291639,60.111856,27.35740445,1368.488784,481.606054
061105,EL PRADO,2113,46.13661814,2857,15,0,0.63400811,0,0.318603486,65.660317,19.95162442,1348.03682,1633.556435
061106,LA FLORIDA,2718,48.24718735,993,28,0,0.526232958,0,0.440699917,47.899904,25.41413373,1274.397144,3162.120176
061107,LLAPA,5812,39.05637624,2952,27,0,0.619603634,0,0.363094318,45.02843,26.36586278,1309.361986,438.8111019
061108,NANCHOC,1494,3.786148103,402,39,0,0.543027878,0,0.466463628,44.737705,32.47214821,1429.644349,1574.966806
061109,NIEPOS,4771,23.46424975,2457,41,0,0.661999762,0,0.329735818,55.93133,20.04886916,2140.331577,2141.725276
061110,SAN GREGORIO,2682,7.813666613,1857,48,0,0.61291182,0,0.435679211,59.474771,30.41079832,1423.569929,25.96907354
061101,SAN MIGUEL,16690,35.93385108,2612,68,0,0.541924357,0,0.397965151,44.088526,29.63899377,2845.831115,1188.629447
061111,SAN SILVESTRE DE COCHÁN,4965,34.34888315,2940,34,0,0.696560144,0,0.300286268,70.109398,27.61306304,1254.135156,324.5142424
061112,TONGOD,4665,19.5985112,2628,24,0,0.668959737,0,0.345877907,52.260988,18.89620856,1427.345451,1257.171865
061113,UNIÓN AGUA BLANCA,3961,19.83576961,2918,32,0,0.625980318,0,0.372723909,59.348225,24.50494724,1337.239463,361.7427393
061202,SAN BERNARDINO,5026,29.91263763,1375,26,0,0.720763206,0,0.27371873,72.013642,27.51292342,1522.344239,1818.56789
061203,SAN LUIS,1508,36.82369403,1394,9,0,0.655070066,0,0.307104814,64.587335,19.00209844,1239.566567,1377.984497
061201,SAN PABLO,14242,76.08629749,2391,48,0,0.625973225,0,0.333418151,65.448793,29.4076489,2048.175492,53.98033004
061204,TUMBADÉN,3901,17.25611832,3041,21,0,0.788802445,0,0.274199674,68.919693,30.62594384,1888.687359,224.3464095
061302,ANDABAMBA,1881,240.3416557,2550,11,0,0.696576595,0,0.32902351,61.171385,23.87729151,441.7207764,1980.425096
061303,CATACHE,10193,15.74627356,1363,80,0,0.636840105,0,0.41074083,59.404102,35.75711578,342.9725459,404.3083173
061304,CHANCAYBAÑOS,4191,36.47117627,1641,34,0,0.742054462,0,0.297640638,64.317897,25.04801993,421.8898812,144.1837186
061305,LA ESPERANZA,3099,47.55443886,1727,33,0,0.725115061,0,0.264096696,54.658908,21.96017327,433.6067982,18.51003875
061306,NINABAMBA,3236,48.61758827,2196,15,0,0.702433348,0,0.340735193,56.222331,20.98158059,500.9195101,2303.225807
061307,PULÁN,5231,30.3655168,2084,31,0,0.683312058,0,0.3291262,57.064055,23.65098713,422.8746266,3428.188978
061301,SANTA CRUZ,10798,92.66413033,2036,52,0,0.413855553,0,0.469791046,35.080272,31.91541424,2354.256001,2205.028342
061308,SAUCEPAMPA,2176,69.72767574,1931,10,0,0.669935465,0,0.252092295,54.713495,24.91776173,494.3979428,1883.395985
061309,SEXI,549,2.649452999,2478,35,0,0.501823962,0,0.525202599,48.725971,32.5345813,1304.081409,158.8479256
061310,UTICYACU,1779,34.85477178,2346,10,0,0.759285569,0,0.253638913,70.027283,22.44247407,612.2265013,1400.983776
061311,YAUYUCÁN,3655,98.04919423,2502,18,0,0.664654553,0,0.351856319,62.478178,43.39925774,927.229902,110.1125923
130201,ASCOPE,7344,30.12268247,242,19,0,0.239335418,0,0.549991809,25.837439,34.94043345,3248.840857,1237.474401
130208,CASA GRANDE,31208,44.54043048,162,27,0,0.232842267,0,0.618851085,12.468796,35.29427412,400.1543783,601.4325841
